Time(s)	TLK1(41,63)
 8.7000046e+01	 6.0294409e+02
 8.8000107e+01	 6.0294403e+02
 8.9000130e+01	 6.0294403e+02
 9.0000092e+01	 6.0294397e+02
 9.1000298e+01	 6.0294379e+02
 9.2000191e+01	 6.0294360e+02
 9.3000099e+01	 6.0294342e+02
 9.4000137e+01	 6.0294336e+02
 9.5000000e+01	 6.0294312e+02
 9.6000092e+01	 6.0294293e+02
 9.7000175e+01	 6.0294269e+02
 9.8000183e+01	 6.0294232e+02
 9.9000107e+01	 6.0294202e+02
 1.0000025e+02	 6.0294165e+02
 1.0100002e+02	 6.0294147e+02
 1.0200014e+02	 6.0294122e+02
 1.0300003e+02	 6.0294098e+02
 1.0400006e+02	 6.0294080e+02
 1.0500019e+02	 6.0294049e+02
 1.0600016e+02	 6.0294031e+02
 1.0700005e+02	 6.0293988e+02
 1.0800005e+02	 6.0293976e+02
 1.0900005e+02	 6.0293964e+02
 1.1000010e+02	 6.0293945e+02
 1.1100005e+02	 6.0293921e+02
 1.1200005e+02	 6.0293903e+02
 1.1300011e+02	 6.0293896e+02
 1.1400004e+02	 6.0293878e+02
 1.1500005e+02	 6.0293872e+02
 1.1600015e+02	 6.0293866e+02
 1.1700007e+02	 6.0293842e+02
 1.1800004e+02	 6.0293854e+02
 1.1900003e+02	 6.0293848e+02
 1.2000007e+02	 6.0293848e+02
 1.2100005e+02	 6.0293842e+02
 1.2200008e+02	 6.0293835e+02
 1.2300022e+02	 6.0293829e+02
 1.2400007e+02	 6.0293799e+02
 1.2500008e+02	 6.0293805e+02
 1.2600005e+02	 6.0293799e+02
 1.2700005e+02	 6.0293799e+02
 1.2800008e+02	 6.0293799e+02
 1.2900026e+02	 6.0293799e+02
 1.3000006e+02	 6.0293793e+02
 1.3100023e+02	 6.0293793e+02
 1.3200002e+02	 6.0293799e+02
 1.3300009e+02	 6.0293799e+02
 1.3400003e+02	 6.0293793e+02
 1.3500020e+02	 6.0293793e+02
 1.3600014e+02	 6.0293781e+02
 1.3700008e+02	 6.0293787e+02
 1.3800002e+02	 6.0293781e+02
 1.3900027e+02	 6.0293781e+02
 1.4000012e+02	 6.0293726e+02
 1.4100006e+02	 6.0293604e+02
 1.4200020e+02	 6.0293341e+02
 1.4300023e+02	 6.0292865e+02
 1.4400017e+02	 6.0292212e+02
 1.4500008e+02	 6.0291376e+02
 1.4600002e+02	 6.0290417e+02
 1.4700005e+02	 6.0289386e+02
 1.4800018e+02	 6.0288257e+02
 1.4900020e+02	 6.0287146e+02
 1.5000011e+02	 6.0286005e+02
 1.5100027e+02	 6.0284924e+02
 1.5200009e+02	 6.0283856e+02
 1.5300018e+02	 6.0282819e+02
 1.5400015e+02	 6.0281866e+02
 1.5500002e+02	 6.0280914e+02
 1.5600008e+02	 6.0279987e+02
 1.5700009e+02	 6.0278906e+02
 1.5800018e+02	 6.0277643e+02
 1.5900018e+02	 6.0276074e+02
 1.6000003e+02	 6.0274054e+02
 1.6100005e+02	 6.0271729e+02
 1.6200008e+02	 6.0268951e+02
 1.6300006e+02	 6.0265991e+02
 1.6400012e+02	 6.0262854e+02
 1.6410002e+02	 6.0290845e+02
 1.6420000e+02	 6.0300977e+02
 1.6430002e+02	 6.0470587e+02
 1.6440001e+02	 6.0387512e+02
 1.6450003e+02	 6.0503680e+02
 1.6460002e+02	 6.0291699e+02
 1.6470001e+02	 6.0750995e+02
 1.6480003e+02	 6.0989423e+02
 1.6490002e+02	 6.0740808e+02
 1.6500003e+02	 6.0547827e+02
 1.6510007e+02	 6.0355322e+02
 1.6520001e+02	 6.0300507e+02
 1.6530002e+02	 6.0472589e+02
 1.6540002e+02	 6.0611963e+02
 1.6550002e+02	 6.0711749e+02
 1.6560004e+02	 6.0463110e+02
 1.6570004e+02	 6.0147546e+02
 1.6580003e+02	 6.0185455e+02
 1.6590004e+02	 6.0405658e+02
 1.6600005e+02	 6.0398975e+02
 1.6610001e+02	 6.0368292e+02
 1.6620007e+02	 6.0283551e+02
 1.6630000e+02	 6.0412408e+02
 1.6640010e+02	 6.0323413e+02
 1.6650000e+02	 6.0281140e+02
 1.6660007e+02	 6.0280334e+02
 1.6670003e+02	 6.0306580e+02
 1.6680000e+02	 6.0185339e+02
 1.6690005e+02	 6.0274768e+02
 1.6700006e+02	 6.0232300e+02
 1.6710001e+02	 6.0226526e+02
 1.6720006e+02	 6.0252130e+02
 1.6730003e+02	 6.0260242e+02
 1.6740001e+02	 6.0285034e+02
 1.6750000e+02	 6.0358160e+02
 1.6760002e+02	 6.0310248e+02
 1.6770000e+02	 6.0248065e+02
 1.6780000e+02	 6.0263568e+02
 1.6790001e+02	 6.0236713e+02
 1.6800005e+02	 6.0253986e+02
 1.6810002e+02	 6.0238916e+02
 1.6820003e+02	 6.0216132e+02
 1.6830003e+02	 6.0247675e+02
 1.6840002e+02	 6.0260779e+02
 1.6850000e+02	 6.0269635e+02
 1.6860008e+02	 6.0267065e+02
 1.6870001e+02	 6.0276874e+02
 1.6880006e+02	 6.0256781e+02
 1.6890001e+02	 6.0273187e+02
 1.6900002e+02	 6.0274835e+02
 1.6910005e+02	 6.0271942e+02
 1.6920010e+02	 6.0277167e+02
 1.6930003e+02	 6.0306586e+02
 1.6940005e+02	 6.0241730e+02
 1.6950003e+02	 6.0243073e+02
 1.6960005e+02	 6.0242670e+02
 1.6970004e+02	 6.0247833e+02
 1.6980008e+02	 6.0260291e+02
 1.6990001e+02	 6.0271613e+02
 1.7000003e+02	 6.0279449e+02
