Time(s)	TLK1(31,61)
 8.7000046e+01	 6.0299677e+02
 8.8000107e+01	 6.0299664e+02
 8.9000130e+01	 6.0299658e+02
 9.0000092e+01	 6.0299652e+02
 9.1000298e+01	 6.0299640e+02
 9.2000191e+01	 6.0299634e+02
 9.3000099e+01	 6.0299628e+02
 9.4000137e+01	 6.0299615e+02
 9.5000000e+01	 6.0299609e+02
 9.6000092e+01	 6.0299597e+02
 9.7000175e+01	 6.0299591e+02
 9.8000183e+01	 6.0299585e+02
 9.9000107e+01	 6.0299573e+02
 1.0000025e+02	 6.0299567e+02
 1.0100002e+02	 6.0299561e+02
 1.0200014e+02	 6.0299548e+02
 1.0300003e+02	 6.0299542e+02
 1.0400006e+02	 6.0299536e+02
 1.0500019e+02	 6.0299524e+02
 1.0600016e+02	 6.0299518e+02
 1.0700005e+02	 6.0299512e+02
 1.0800005e+02	 6.0299500e+02
 1.0900005e+02	 6.0299493e+02
 1.1000010e+02	 6.0299487e+02
 1.1100005e+02	 6.0299481e+02
 1.1200005e+02	 6.0299475e+02
 1.1300011e+02	 6.0299463e+02
 1.1400004e+02	 6.0299457e+02
 1.1500005e+02	 6.0299451e+02
 1.1600015e+02	 6.0299445e+02
 1.1700007e+02	 6.0299432e+02
 1.1800004e+02	 6.0299426e+02
 1.1900003e+02	 6.0299420e+02
 1.2000007e+02	 6.0299414e+02
 1.2100005e+02	 6.0299408e+02
 1.2200008e+02	 6.0299396e+02
 1.2300022e+02	 6.0299390e+02
 1.2400007e+02	 6.0299384e+02
 1.2500008e+02	 6.0299371e+02
 1.2600005e+02	 6.0299365e+02
 1.2700005e+02	 6.0299359e+02
 1.2800008e+02	 6.0299347e+02
 1.2900026e+02	 6.0299341e+02
 1.3000006e+02	 6.0299335e+02
 1.3100023e+02	 6.0299323e+02
 1.3200002e+02	 6.0299310e+02
 1.3300009e+02	 6.0299304e+02
 1.3400003e+02	 6.0299292e+02
 1.3500020e+02	 6.0299286e+02
 1.3600014e+02	 6.0299274e+02
 1.3700008e+02	 6.0299261e+02
 1.3800002e+02	 6.0299249e+02
 1.3900027e+02	 6.0299237e+02
 1.4000012e+02	 6.0299225e+02
 1.4100006e+02	 6.0299219e+02
 1.4200020e+02	 6.0299207e+02
 1.4300023e+02	 6.0299194e+02
 1.4400017e+02	 6.0299182e+02
 1.4500008e+02	 6.0299170e+02
 1.4600002e+02	 6.0299152e+02
 1.4700005e+02	 6.0299139e+02
 1.4800018e+02	 6.0299127e+02
 1.4900020e+02	 6.0299115e+02
 1.5000011e+02	 6.0299103e+02
 1.5100027e+02	 6.0299091e+02
 1.5200009e+02	 6.0299072e+02
 1.5300018e+02	 6.0299060e+02
 1.5400015e+02	 6.0299042e+02
 1.5500002e+02	 6.0299023e+02
 1.5600008e+02	 6.0299005e+02
 1.5700009e+02	 6.0298987e+02
 1.5800018e+02	 6.0298962e+02
 1.5900018e+02	 6.0298944e+02
 1.6000003e+02	 6.0298920e+02
 1.6100005e+02	 6.0298889e+02
 1.6200008e+02	 6.0298865e+02
 1.6300006e+02	 6.0298834e+02
 1.6400012e+02	 6.0298804e+02
 1.6410002e+02	 6.0299390e+02
 1.6420000e+02	 6.0300195e+02
 1.6430002e+02	 6.0308319e+02
 1.6440001e+02	 6.0413806e+02
 1.6450003e+02	 6.0456781e+02
 1.6460002e+02	 6.0399109e+02
 1.6470001e+02	 6.0385840e+02
 1.6480003e+02	 6.0396301e+02
 1.6490002e+02	 6.0378638e+02
 1.6500003e+02	 6.0375159e+02
 1.6510007e+02	 6.0391284e+02
 1.6520001e+02	 6.0435327e+02
 1.6530002e+02	 6.0464301e+02
 1.6540002e+02	 6.0436426e+02
 1.6550002e+02	 6.0416003e+02
 1.6560004e+02	 6.0415051e+02
 1.6570004e+02	 6.0422290e+02
 1.6580003e+02	 6.0430847e+02
 1.6590004e+02	 6.0439734e+02
 1.6600005e+02	 6.0443115e+02
 1.6610001e+02	 6.0446259e+02
 1.6620007e+02	 6.0450708e+02
 1.6630000e+02	 6.0455591e+02
 1.6640010e+02	 6.0460394e+02
 1.6650000e+02	 6.0465881e+02
 1.6660007e+02	 6.0472363e+02
 1.6670003e+02	 6.0474750e+02
 1.6680000e+02	 6.0476471e+02
 1.6690005e+02	 6.0476947e+02
 1.6700006e+02	 6.0478693e+02
 1.6710001e+02	 6.0480939e+02
 1.6720006e+02	 6.0483826e+02
 1.6730003e+02	 6.0486853e+02
 1.6740001e+02	 6.0489136e+02
 1.6750000e+02	 6.0490704e+02
 1.6760002e+02	 6.0491895e+02
 1.6770000e+02	 6.0492749e+02
 1.6780000e+02	 6.0493707e+02
 1.6790001e+02	 6.0493689e+02
 1.6800005e+02	 6.0494220e+02
 1.6810002e+02	 6.0494556e+02
 1.6820003e+02	 6.0494916e+02
 1.6830003e+02	 6.0494922e+02
 1.6840002e+02	 6.0494812e+02
 1.6850000e+02	 6.0494427e+02
 1.6860008e+02	 6.0493781e+02
 1.6870001e+02	 6.0493250e+02
 1.6880006e+02	 6.0493073e+02
 1.6890001e+02	 6.0492896e+02
 1.6900002e+02	 6.0493127e+02
 1.6910005e+02	 6.0493420e+02
 1.6920010e+02	 6.0492194e+02
 1.6930003e+02	 6.0492383e+02
 1.6940005e+02	 6.0492377e+02
 1.6950003e+02	 6.0492163e+02
 1.6960005e+02	 6.0491815e+02
 1.6970004e+02	 6.0491101e+02
 1.6980008e+02	 6.0490320e+02
 1.6990001e+02	 6.0489569e+02
 1.7000003e+02	 6.0488928e+02
