Time(s)	TLK1(28,63)
 8.7000046e+01	 6.0298523e+02
 8.8000107e+01	 6.0298499e+02
 8.9000130e+01	 6.0298474e+02
 9.0000092e+01	 6.0298450e+02
 9.1000298e+01	 6.0298431e+02
 9.2000191e+01	 6.0298407e+02
 9.3000099e+01	 6.0298383e+02
 9.4000137e+01	 6.0298364e+02
 9.5000000e+01	 6.0298340e+02
 9.6000092e+01	 6.0298315e+02
 9.7000175e+01	 6.0298297e+02
 9.8000183e+01	 6.0298279e+02
 9.9000107e+01	 6.0298260e+02
 1.0000025e+02	 6.0298236e+02
 1.0100002e+02	 6.0298218e+02
 1.0200014e+02	 6.0298199e+02
 1.0300003e+02	 6.0298181e+02
 1.0400006e+02	 6.0298163e+02
 1.0500019e+02	 6.0298145e+02
 1.0600016e+02	 6.0298126e+02
 1.0700005e+02	 6.0298108e+02
 1.0800005e+02	 6.0298090e+02
 1.0900005e+02	 6.0298071e+02
 1.1000010e+02	 6.0298059e+02
 1.1100005e+02	 6.0298041e+02
 1.1200005e+02	 6.0298022e+02
 1.1300011e+02	 6.0298004e+02
 1.1400004e+02	 6.0297986e+02
 1.1500005e+02	 6.0297974e+02
 1.1600015e+02	 6.0297955e+02
 1.1700007e+02	 6.0297937e+02
 1.1800004e+02	 6.0297919e+02
 1.1900003e+02	 6.0297906e+02
 1.2000007e+02	 6.0297888e+02
 1.2100005e+02	 6.0297870e+02
 1.2200008e+02	 6.0297852e+02
 1.2300022e+02	 6.0297839e+02
 1.2400007e+02	 6.0297821e+02
 1.2500008e+02	 6.0297809e+02
 1.2600005e+02	 6.0297791e+02
 1.2700005e+02	 6.0297778e+02
 1.2800008e+02	 6.0297760e+02
 1.2900026e+02	 6.0297748e+02
 1.3000006e+02	 6.0297729e+02
 1.3100023e+02	 6.0297717e+02
 1.3200002e+02	 6.0297705e+02
 1.3300009e+02	 6.0297687e+02
 1.3400003e+02	 6.0297675e+02
 1.3500020e+02	 6.0297662e+02
 1.3600014e+02	 6.0297644e+02
 1.3700008e+02	 6.0297632e+02
 1.3800002e+02	 6.0297620e+02
 1.3900027e+02	 6.0297607e+02
 1.4000012e+02	 6.0297589e+02
 1.4100006e+02	 6.0297577e+02
 1.4200020e+02	 6.0297565e+02
 1.4300023e+02	 6.0297546e+02
 1.4400017e+02	 6.0297534e+02
 1.4500008e+02	 6.0297516e+02
 1.4600002e+02	 6.0297504e+02
 1.4700005e+02	 6.0297479e+02
 1.4800018e+02	 6.0297455e+02
 1.4900020e+02	 6.0297430e+02
 1.5000011e+02	 6.0297394e+02
 1.5100027e+02	 6.0297345e+02
 1.5200009e+02	 6.0297296e+02
 1.5300018e+02	 6.0297235e+02
 1.5400015e+02	 6.0297168e+02
 1.5500002e+02	 6.0297089e+02
 1.5600008e+02	 6.0297003e+02
 1.5700009e+02	 6.0296906e+02
 1.5800018e+02	 6.0296802e+02
 1.5900018e+02	 6.0296686e+02
 1.6000003e+02	 6.0296564e+02
 1.6100005e+02	 6.0296436e+02
 1.6200008e+02	 6.0296295e+02
 1.6300006e+02	 6.0296143e+02
 1.6400012e+02	 6.0295984e+02
 1.6410002e+02	 6.0298413e+02
 1.6420000e+02	 6.3022955e+02
 1.6430002e+02	 6.0481372e+02
 1.6440001e+02	 6.1084808e+02
 1.6450003e+02	 6.1089636e+02
 1.6460002e+02	 6.1276471e+02
 1.6470001e+02	 6.1223560e+02
 1.6480003e+02	 6.1202435e+02
 1.6490002e+02	 6.1140137e+02
 1.6500003e+02	 6.1091547e+02
 1.6510007e+02	 6.1010406e+02
 1.6520001e+02	 6.1002802e+02
 1.6530002e+02	 6.1019403e+02
 1.6540002e+02	 6.0991626e+02
 1.6550002e+02	 6.0979883e+02
 1.6560004e+02	 6.0926978e+02
 1.6570004e+02	 6.0831384e+02
 1.6580003e+02	 6.0791791e+02
 1.6590004e+02	 6.0674463e+02
 1.6600005e+02	 6.0631934e+02
 1.6610001e+02	 6.0587457e+02
 1.6620007e+02	 6.0573010e+02
 1.6630000e+02	 6.0565033e+02
 1.6640010e+02	 6.0505420e+02
 1.6650000e+02	 6.0510638e+02
 1.6660007e+02	 6.0477191e+02
 1.6670003e+02	 6.0502771e+02
 1.6680000e+02	 6.0514038e+02
 1.6690005e+02	 6.0487042e+02
 1.6700006e+02	 6.0490198e+02
 1.6710001e+02	 6.0495557e+02
 1.6720006e+02	 6.0491180e+02
 1.6730003e+02	 6.0517407e+02
 1.6740001e+02	 6.0533215e+02
 1.6750000e+02	 6.0545172e+02
 1.6760002e+02	 6.0552399e+02
 1.6770000e+02	 6.0555786e+02
 1.6780000e+02	 6.0558655e+02
 1.6790001e+02	 6.0564893e+02
 1.6800005e+02	 6.0569269e+02
 1.6810002e+02	 6.0571265e+02
 1.6820003e+02	 6.0563068e+02
 1.6830003e+02	 6.0482751e+02
 1.6840002e+02	 6.0475470e+02
 1.6850000e+02	 6.0467413e+02
 1.6860008e+02	 6.0466046e+02
 1.6870001e+02	 6.0464117e+02
 1.6880006e+02	 6.0454156e+02
 1.6890001e+02	 6.0448248e+02
 1.6900002e+02	 6.0447925e+02
 1.6910005e+02	 6.0444733e+02
 1.6920010e+02	 6.0436969e+02
 1.6930003e+02	 6.0433484e+02
 1.6940005e+02	 6.0427905e+02
 1.6950003e+02	 6.0424805e+02
 1.6960005e+02	 6.0421002e+02
 1.6970004e+02	 6.0422119e+02
 1.6980008e+02	 6.0414081e+02
 1.6990001e+02	 6.0412256e+02
 1.7000003e+02	 6.0419916e+02
