Time(s)	TLK1(26,63)
 8.7000046e+01	 6.0298822e+02
 8.8000107e+01	 6.0298798e+02
 8.9000130e+01	 6.0298773e+02
 9.0000092e+01	 6.0298749e+02
 9.1000298e+01	 6.0298724e+02
 9.2000191e+01	 6.0298700e+02
 9.3000099e+01	 6.0298682e+02
 9.4000137e+01	 6.0298657e+02
 9.5000000e+01	 6.0298633e+02
 9.6000092e+01	 6.0298615e+02
 9.7000175e+01	 6.0298596e+02
 9.8000183e+01	 6.0298572e+02
 9.9000107e+01	 6.0298553e+02
 1.0000025e+02	 6.0298529e+02
 1.0100002e+02	 6.0298511e+02
 1.0200014e+02	 6.0298492e+02
 1.0300003e+02	 6.0298474e+02
 1.0400006e+02	 6.0298456e+02
 1.0500019e+02	 6.0298438e+02
 1.0600016e+02	 6.0298419e+02
 1.0700005e+02	 6.0298401e+02
 1.0800005e+02	 6.0298383e+02
 1.0900005e+02	 6.0298370e+02
 1.1000010e+02	 6.0298352e+02
 1.1100005e+02	 6.0298334e+02
 1.1200005e+02	 6.0298315e+02
 1.1300011e+02	 6.0298297e+02
 1.1400004e+02	 6.0298279e+02
 1.1500005e+02	 6.0298267e+02
 1.1600015e+02	 6.0298248e+02
 1.1700007e+02	 6.0298230e+02
 1.1800004e+02	 6.0298212e+02
 1.1900003e+02	 6.0298199e+02
 1.2000007e+02	 6.0298181e+02
 1.2100005e+02	 6.0298163e+02
 1.2200008e+02	 6.0298151e+02
 1.2300022e+02	 6.0298132e+02
 1.2400007e+02	 6.0298120e+02
 1.2500008e+02	 6.0298102e+02
 1.2600005e+02	 6.0298090e+02
 1.2700005e+02	 6.0298071e+02
 1.2800008e+02	 6.0298059e+02
 1.2900026e+02	 6.0298047e+02
 1.3000006e+02	 6.0298029e+02
 1.3100023e+02	 6.0298016e+02
 1.3200002e+02	 6.0297998e+02
 1.3300009e+02	 6.0297986e+02
 1.3400003e+02	 6.0297974e+02
 1.3500020e+02	 6.0297961e+02
 1.3600014e+02	 6.0297949e+02
 1.3700008e+02	 6.0297931e+02
 1.3800002e+02	 6.0297919e+02
 1.3900027e+02	 6.0297906e+02
 1.4000012e+02	 6.0297894e+02
 1.4100006e+02	 6.0297876e+02
 1.4200020e+02	 6.0297864e+02
 1.4300023e+02	 6.0297852e+02
 1.4400017e+02	 6.0297833e+02
 1.4500008e+02	 6.0297821e+02
 1.4600002e+02	 6.0297809e+02
 1.4700005e+02	 6.0297791e+02
 1.4800018e+02	 6.0297772e+02
 1.4900020e+02	 6.0297748e+02
 1.5000011e+02	 6.0297729e+02
 1.5100027e+02	 6.0297699e+02
 1.5200009e+02	 6.0297668e+02
 1.5300018e+02	 6.0297632e+02
 1.5400015e+02	 6.0297589e+02
 1.5500002e+02	 6.0297540e+02
 1.5600008e+02	 6.0297479e+02
 1.5700009e+02	 6.0297424e+02
 1.5800018e+02	 6.0297357e+02
 1.5900018e+02	 6.0297284e+02
 1.6000003e+02	 6.0297205e+02
 1.6100005e+02	 6.0297113e+02
 1.6200008e+02	 6.0297021e+02
 1.6300006e+02	 6.0296924e+02
 1.6400012e+02	 6.0296814e+02
 1.6410002e+02	 6.0298566e+02
 1.6420000e+02	 6.3146942e+02
 1.6430002e+02	 6.6158966e+02
 1.6440001e+02	 6.4443939e+02
 1.6450003e+02	 6.3845056e+02
 1.6460002e+02	 6.4303363e+02
 1.6470001e+02	 6.3390863e+02
 1.6480003e+02	 6.2155487e+02
 1.6490002e+02	 6.1702374e+02
 1.6500003e+02	 6.1614490e+02
 1.6510007e+02	 6.1575055e+02
 1.6520001e+02	 6.1508282e+02
 1.6530002e+02	 6.1460809e+02
 1.6540002e+02	 6.1443427e+02
 1.6550002e+02	 6.1384686e+02
 1.6560004e+02	 6.1315106e+02
 1.6570004e+02	 6.1241406e+02
 1.6580003e+02	 6.1175989e+02
 1.6590004e+02	 6.1084064e+02
 1.6600005e+02	 6.1043170e+02
 1.6610001e+02	 6.1016656e+02
 1.6620007e+02	 6.0965350e+02
 1.6630000e+02	 6.0903790e+02
 1.6640010e+02	 6.0870660e+02
 1.6650000e+02	 6.0874323e+02
 1.6660007e+02	 6.0876593e+02
 1.6670003e+02	 6.0867883e+02
 1.6680000e+02	 6.0848358e+02
 1.6690005e+02	 6.0820831e+02
 1.6700006e+02	 6.0791852e+02
 1.6710001e+02	 6.0775238e+02
 1.6720006e+02	 6.0756201e+02
 1.6730003e+02	 6.0722815e+02
 1.6740001e+02	 6.0693719e+02
 1.6750000e+02	 6.0666681e+02
 1.6760002e+02	 6.0645844e+02
 1.6770000e+02	 6.0638489e+02
 1.6780000e+02	 6.0626550e+02
 1.6790001e+02	 6.0610004e+02
 1.6800005e+02	 6.0589758e+02
 1.6810002e+02	 6.0574487e+02
 1.6820003e+02	 6.0562305e+02
 1.6830003e+02	 6.0549884e+02
 1.6840002e+02	 6.0539557e+02
 1.6850000e+02	 6.0531396e+02
 1.6860008e+02	 6.0527380e+02
 1.6870001e+02	 6.0525366e+02
 1.6880006e+02	 6.0525287e+02
 1.6890001e+02	 6.0526849e+02
 1.6900002e+02	 6.0526758e+02
 1.6910005e+02	 6.0528473e+02
 1.6920010e+02	 6.0528772e+02
 1.6930003e+02	 6.0530872e+02
 1.6940005e+02	 6.0534210e+02
 1.6950003e+02	 6.0536938e+02
 1.6960005e+02	 6.0540118e+02
 1.6970004e+02	 6.0543927e+02
 1.6980008e+02	 6.0552582e+02
 1.6990001e+02	 6.0565088e+02
 1.7000003e+02	 6.0579297e+02
