Time(s)	TLK1(12,57)
 8.7000046e+01	 6.0300006e+02
 8.8000107e+01	 6.0300006e+02
 8.9000130e+01	 6.0300006e+02
 9.0000092e+01	 6.0300006e+02
 9.1000298e+01	 6.0300000e+02
 9.2000191e+01	 6.0300000e+02
 9.3000099e+01	 6.0299994e+02
 9.4000137e+01	 6.0299994e+02
 9.5000000e+01	 6.0299988e+02
 9.6000092e+01	 6.0299988e+02
 9.7000175e+01	 6.0299982e+02
 9.8000183e+01	 6.0299982e+02
 9.9000107e+01	 6.0299982e+02
 1.0000025e+02	 6.0299982e+02
 1.0100002e+02	 6.0299982e+02
 1.0200014e+02	 6.0299982e+02
 1.0300003e+02	 6.0299982e+02
 1.0400006e+02	 6.0299988e+02
 1.0500019e+02	 6.0299988e+02
 1.0600016e+02	 6.0299988e+02
 1.0700005e+02	 6.0299982e+02
 1.0800005e+02	 6.0299988e+02
 1.0900005e+02	 6.0299988e+02
 1.1000010e+02	 6.0299988e+02
 1.1100005e+02	 6.0299988e+02
 1.1200005e+02	 6.0299988e+02
 1.1300011e+02	 6.0299988e+02
 1.1400004e+02	 6.0299988e+02
 1.1500005e+02	 6.0299988e+02
 1.1600015e+02	 6.0299994e+02
 1.1700007e+02	 6.0299988e+02
 1.1800004e+02	 6.0299994e+02
 1.1900003e+02	 6.0299994e+02
 1.2000007e+02	 6.0299994e+02
 1.2100005e+02	 6.0299994e+02
 1.2200008e+02	 6.0299994e+02
 1.2300022e+02	 6.0299994e+02
 1.2400007e+02	 6.0299994e+02
 1.2500008e+02	 6.0299994e+02
 1.2600005e+02	 6.0299994e+02
 1.2700005e+02	 6.0299994e+02
 1.2800008e+02	 6.0300000e+02
 1.2900026e+02	 6.0299994e+02
 1.3000006e+02	 6.0300000e+02
 1.3100023e+02	 6.0300000e+02
 1.3200002e+02	 6.0300000e+02
 1.3300009e+02	 6.0300006e+02
 1.3400003e+02	 6.0300012e+02
 1.3500020e+02	 6.0300018e+02
 1.3600014e+02	 6.0300024e+02
 1.3700008e+02	 6.0300031e+02
 1.3800002e+02	 6.0300037e+02
 1.3900027e+02	 6.0300043e+02
 1.4000012e+02	 6.0300049e+02
 1.4100006e+02	 6.0300055e+02
 1.4200020e+02	 6.0300067e+02
 1.4300023e+02	 6.0300073e+02
 1.4400017e+02	 6.0300079e+02
 1.4500008e+02	 6.0300085e+02
 1.4600002e+02	 6.0300092e+02
 1.4700005e+02	 6.0300098e+02
 1.4800018e+02	 6.0300104e+02
 1.4900020e+02	 6.0300110e+02
 1.5000011e+02	 6.0300116e+02
 1.5100027e+02	 6.0300122e+02
 1.5200009e+02	 6.0300122e+02
 1.5300018e+02	 6.0300128e+02
 1.5400015e+02	 6.0300134e+02
 1.5500002e+02	 6.0300134e+02
 1.5600008e+02	 6.0300140e+02
 1.5700009e+02	 6.0300140e+02
 1.5800018e+02	 6.0300146e+02
 1.5900018e+02	 6.0300153e+02
 1.6000003e+02	 6.0300153e+02
 1.6100005e+02	 6.0300159e+02
 1.6200008e+02	 6.0300159e+02
 1.6300006e+02	 6.0300159e+02
 1.6400012e+02	 6.0300159e+02
 1.6410002e+02	 6.6418878e+02
 1.6420000e+02	 6.0439368e+02
 1.6430002e+02	 6.2617200e+02
 1.6440001e+02	 6.0538690e+02
 1.6450003e+02	 6.1139838e+02
 1.6460002e+02	 6.1246857e+02
 1.6470001e+02	 6.1075586e+02
 1.6480003e+02	 6.0826941e+02
 1.6490002e+02	 6.0565906e+02
 1.6500003e+02	 6.0463171e+02
 1.6510007e+02	 6.0508044e+02
 1.6520001e+02	 6.0485889e+02
 1.6530002e+02	 6.0451965e+02
 1.6540002e+02	 6.0422748e+02
 1.6550002e+02	 6.0417865e+02
 1.6560004e+02	 6.0409033e+02
 1.6570004e+02	 6.0400818e+02
 1.6580003e+02	 6.0394550e+02
 1.6590004e+02	 6.0389813e+02
 1.6600005e+02	 6.0386121e+02
 1.6610001e+02	 6.0383228e+02
 1.6620007e+02	 6.0380811e+02
 1.6630000e+02	 6.0379065e+02
 1.6640010e+02	 6.0377740e+02
 1.6650000e+02	 6.0377740e+02
 1.6660007e+02	 6.0380615e+02
 1.6670003e+02	 6.0378772e+02
 1.6680000e+02	 6.0375146e+02
 1.6690005e+02	 6.0373456e+02
 1.6700006e+02	 6.0373077e+02
 1.6710001e+02	 6.0372736e+02
 1.6720006e+02	 6.0372522e+02
 1.6730003e+02	 6.0372235e+02
 1.6740001e+02	 6.0371851e+02
 1.6750000e+02	 6.0371387e+02
 1.6760002e+02	 6.0370953e+02
 1.6770000e+02	 6.0370276e+02
 1.6780000e+02	 6.0369641e+02
 1.6790001e+02	 6.0369037e+02
 1.6800005e+02	 6.0368536e+02
 1.6810002e+02	 6.0368030e+02
 1.6820003e+02	 6.0367511e+02
 1.6830003e+02	 6.0367035e+02
 1.6840002e+02	 6.0366510e+02
 1.6850000e+02	 6.0365845e+02
 1.6860008e+02	 6.0366040e+02
 1.6870001e+02	 6.0365900e+02
 1.6880006e+02	 6.0365948e+02
 1.6890001e+02	 6.0365686e+02
 1.6900002e+02	 6.0365179e+02
 1.6910005e+02	 6.0364691e+02
 1.6920010e+02	 6.0364441e+02
 1.6930003e+02	 6.0363818e+02
 1.6940005e+02	 6.0363141e+02
 1.6950003e+02	 6.0362396e+02
 1.6960005e+02	 6.0361957e+02
 1.6970004e+02	 6.0361676e+02
 1.6980008e+02	 6.0361383e+02
 1.6990001e+02	 6.0361035e+02
 1.7000003e+02	 6.0360638e+02
