Time(s)	MASN(1,3)
 1.6620007e+02	 1.8953523e-03
 1.6630000e+02	 1.8161639e-03
 1.6640010e+02	 1.7464696e-03
 1.6650000e+02	 1.6999936e-03
 1.6660007e+02	 1.6647115e-03
 1.6670003e+02	 1.6190099e-03
 1.6680000e+02	 1.5395868e-03
 1.6690005e+02	 1.3771706e-03
 1.6700006e+02	 1.2489028e-03
 1.6710001e+02	 1.1830841e-03
 1.6720006e+02	 1.1386594e-03
 1.6730003e+02	 1.1052571e-03
 1.6740001e+02	 1.0757444e-03
 1.6750000e+02	 1.0417566e-03
 1.6760002e+02	 9.9992892e-04
 1.6770000e+02	 9.6188259e-04
 1.6780000e+02	 9.3509827e-04
 1.6790001e+02	 9.1464148e-04
 1.6800005e+02	 8.9692872e-04
 1.6810002e+02	 8.7949209e-04
 1.6820003e+02	 8.6327334e-04
 1.6830003e+02	 8.4828347e-04
 1.6840002e+02	 8.3226489e-04
 1.6850000e+02	 8.1451796e-04
 1.6860008e+02	 8.0043095e-04
 1.6870001e+02	 7.8595633e-04
 1.6880006e+02	 7.7427819e-04
 1.6890001e+02	 7.6388638e-04
 1.6900002e+02	 7.5401290e-04
 1.6910005e+02	 7.4501173e-04
 1.6920010e+02	 7.3689205e-04
 1.6930003e+02	 7.2799606e-04
 1.6940005e+02	 7.1699190e-04
 1.6950003e+02	 7.0803193e-04
 1.6960005e+02	 6.9808977e-04
 1.6970004e+02	 6.9105165e-04
 1.6980008e+02	 6.8348681e-04
 1.6990001e+02	 6.6947675e-04
