Time(s)	MASN(1,8)
 1.6440001e+02	 1.9178783e-23
 1.6450003e+02	 1.9178783e-23
 1.6460002e+02	 1.9178783e-23
 1.6470001e+02	 3.0068105e-07
 1.6480003e+02	 4.8591539e-07
 1.6490002e+02	 6.5708923e-07
 1.6500003e+02	 9.9804004e-07
 1.6510007e+02	 1.5918509e-06
 1.6520001e+02	 2.5907623e-06
 1.6530002e+02	 3.7061659e-06
 1.6540002e+02	 5.2845817e-06
 1.6550002e+02	 4.9952901e-06
 1.6560004e+02	 4.7556432e-06
 1.6570004e+02	 4.6010891e-06
 1.6580003e+02	 5.0542758e-06
 1.6590004e+02	 6.2481308e-06
 1.6600005e+02	 6.6755301e-06
 1.6610001e+02	 6.7623209e-06
 1.6620007e+02	 6.7581741e-06
 1.6630000e+02	 6.7902824e-06
 1.6640010e+02	 6.8408681e-06
 1.6650000e+02	 6.8777326e-06
 1.6660007e+02	 6.8830195e-06
 1.6670003e+02	 6.8930103e-06
 1.6680000e+02	 6.9101320e-06
 1.6690005e+02	 6.9415560e-06
 1.6700006e+02	 6.9651492e-06
 1.6710001e+02	 6.9709240e-06
 1.6720006e+02	 6.9823741e-06
 1.6730003e+02	 6.9979765e-06
 1.6740001e+02	 7.0148126e-06
 1.6750000e+02	 7.0363158e-06
 1.6760002e+02	 7.0544902e-06
 1.6770000e+02	 7.0796564e-06
 1.6780000e+02	 7.0883361e-06
 1.6790001e+02	 7.1014720e-06
 1.6800005e+02	 7.1263216e-06
 1.6810002e+02	 7.1469703e-06
 1.6820003e+02	 7.1555637e-06
 1.6830003e+02	 7.1764562e-06
 1.6840002e+02	 7.2001253e-06
 1.6850000e+02	 7.2253033e-06
 1.6860008e+02	 7.2397538e-06
 1.6870001e+02	 7.2522184e-06
 1.6880006e+02	 7.2631910e-06
 1.6890001e+02	 7.2710473e-06
 1.6900002e+02	 7.2782987e-06
 1.6910005e+02	 7.2850939e-06
 1.6920010e+02	 7.2892290e-06
 1.6930003e+02	 7.2919752e-06
 1.6940005e+02	 7.2947660e-06
 1.6950003e+02	 7.3021570e-06
 1.6960005e+02	 7.3156671e-06
 1.6970004e+02	 7.3257870e-06
 1.6980008e+02	 7.3282281e-06
 1.6990001e+02	 7.3258016e-06
